dataset,image_path,mse,ssim
Chilli_Leaves,unknown_0,0.10052110254764557,0.33591291308403015
Chilli_Leaves,unknown_1,0.10698644071817398,0.26575055718421936
Chilli_Leaves,unknown_2,0.09271366894245148,0.2712630033493042
Chilli_Leaves,unknown_3,0.1290946900844574,0.2552480697631836
Chilli_Leaves,unknown_4,0.095841184258461,0.27587226033210754
Chilli_Leaves,unknown_5,0.041385468095541,0.3540562391281128
Chilli_Leaves,unknown_6,0.12592366337776184,0.31821373105049133
Chilli_Leaves,unknown_7,0.09759768843650818,0.33075740933418274
Chilli_Leaves,unknown_8,0.13372312486171722,0.31123480200767517
Chilli_Leaves,unknown_9,0.04960216209292412,0.5841670632362366
Chilli_Leaves,unknown_10,0.11287714540958405,0.35146400332450867
Chilli_Leaves,unknown_11,0.04650279879570007,0.5889825224876404
Chilli_Leaves,unknown_12,0.08985669165849686,0.32833942770957947
Chilli_Leaves,unknown_13,0.1031084805727005,0.34736737608909607
Chilli_Leaves,unknown_14,0.12174634635448456,0.2639284133911133
Chilli_Leaves,unknown_15,0.05021838843822479,0.3224753141403198
Chilli_Leaves,unknown_0,0.10319383442401886,0.2962212860584259
Chilli_Leaves,unknown_1,0.11085029691457748,0.2861096262931824
Chilli_Leaves,unknown_2,0.07953032106161118,0.38452792167663574
Chilli_Leaves,unknown_3,0.07359035313129425,0.38641276955604553
Chilli_Leaves,unknown_4,0.1235879436135292,0.25072357058525085
Chilli_Leaves,unknown_5,0.08856658637523651,0.32087960839271545
Chilli_Leaves,unknown_6,0.10575707256793976,0.2977321147918701
Chilli_Leaves,unknown_7,0.12533892691135406,0.34154805541038513
Chilli_Leaves,unknown_8,0.11976820230484009,0.2869062125682831
Chilli_Leaves,unknown_9,0.09390043467283249,0.2893684208393097
Chilli_Leaves,unknown_10,0.05818154290318489,0.2886023223400116
Chilli_Leaves,unknown_11,0.09881292283535004,0.33300796151161194
Chilli_Leaves,unknown_12,0.04667653143405914,0.5912004113197327
Chilli_Leaves,unknown_13,0.05737195909023285,0.4025135338306427
Chilli_Leaves,unknown_14,0.07806810736656189,0.3842976987361908
Chilli_Leaves,unknown_15,0.11964331567287445,0.3286145031452179
Chilli_Leaves,unknown_0,0.039082594215869904,0.6298995614051819
Chilli_Leaves,unknown_1,0.0998399630188942,0.2944386899471283
Chilli_Leaves,unknown_2,0.07255128771066666,0.30223843455314636
Chilli_Leaves,unknown_3,0.06549578160047531,0.3429095447063446
Chilli_Leaves,unknown_4,0.12626570463180542,0.3062622547149658
